Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	H_1975_1 Spectral Count	H_1975_2 Spectral Count	H_1975_3 Spectral Count	NCI_3784Mel_1 Spectral Count	NCI_3784Mel_2 Spectral Count	NCI_3784Mel_3 Spectral Count	NCI_3784Mel_4 Spectral Count	NCI_3784Mel_5 Spectral Count	NCI_3795Mel_1 Spectral Count	NCI_3795Mel_2 Spectral Count	NCI_3795Mel_3 Spectral Count	NCI_3795Mel_4 Spectral Count	NCI_3795Mel_5 Spectral Count	NCI_RA007_1 Spectral Count	NCI_RA007_2 Spectral Count	NCI_RA007_3 Spectral Count	NCI_RA007_4 Spectral Count	NCI_RA007_5 Spectral Count	PC9_epitope_1 Spectral Count	PC9_epitope_2 Spectral Count	PC9_epitope_4 Spectral Count	PC9_epitope_5 Spectral Count	H_1975_1 Unique Spectral Count	H_1975_2 Unique Spectral Count	H_1975_3 Unique Spectral Count	NCI_3784Mel_1 Unique Spectral Count	NCI_3784Mel_2 Unique Spectral Count	NCI_3784Mel_3 Unique Spectral Count	NCI_3784Mel_4 Unique Spectral Count	NCI_3784Mel_5 Unique Spectral Count	NCI_3795Mel_1 Unique Spectral Count	NCI_3795Mel_2 Unique Spectral Count	NCI_3795Mel_3 Unique Spectral Count	NCI_3795Mel_4 Unique Spectral Count	NCI_3795Mel_5 Unique Spectral Count	NCI_RA007_1 Unique Spectral Count	NCI_RA007_2 Unique Spectral Count	NCI_RA007_3 Unique Spectral Count	NCI_RA007_4 Unique Spectral Count	NCI_RA007_5 Unique Spectral Count	PC9_epitope_1 Unique Spectral Count	PC9_epitope_2 Unique Spectral Count	PC9_epitope_4 Unique Spectral Count	PC9_epitope_5 Unique Spectral Count	H_1975_1 Total Spectral Count	H_1975_2 Total Spectral Count	H_1975_3 Total Spectral Count	NCI_3784Mel_1 Total Spectral Count	NCI_3784Mel_2 Total Spectral Count	NCI_3784Mel_3 Total Spectral Count	NCI_3784Mel_4 Total Spectral Count	NCI_3784Mel_5 Total Spectral Count	NCI_3795Mel_1 Total Spectral Count	NCI_3795Mel_2 Total Spectral Count	NCI_3795Mel_3 Total Spectral Count	NCI_3795Mel_4 Total Spectral Count	NCI_3795Mel_5 Total Spectral Count	NCI_RA007_1 Total Spectral Count	NCI_RA007_2 Total Spectral Count	NCI_RA007_3 Total Spectral Count	NCI_RA007_4 Total Spectral Count	NCI_RA007_5 Total Spectral Count	PC9_epitope_1 Total Spectral Count	PC9_epitope_2 Total Spectral Count	PC9_epitope_4 Total Spectral Count	PC9_epitope_5 Total Spectral Count	H_1975_1 Intensity	H_1975_2 Intensity	H_1975_3 Intensity	NCI_3784Mel_1 Intensity	NCI_3784Mel_2 Intensity	NCI_3784Mel_3 Intensity	NCI_3784Mel_4 Intensity	NCI_3784Mel_5 Intensity	NCI_3795Mel_1 Intensity	NCI_3795Mel_2 Intensity	NCI_3795Mel_3 Intensity	NCI_3795Mel_4 Intensity	NCI_3795Mel_5 Intensity	NCI_RA007_1 Intensity	NCI_RA007_2 Intensity	NCI_RA007_3 Intensity	NCI_RA007_4 Intensity	NCI_RA007_5 Intensity	PC9_epitope_1 Intensity	PC9_epitope_2 Intensity	PC9_epitope_4 Intensity	PC9_epitope_5 Intensity	H_1975_1 MaxLFQ Intensity	H_1975_2 MaxLFQ Intensity	H_1975_3 MaxLFQ Intensity	NCI_3784Mel_1 MaxLFQ Intensity	NCI_3784Mel_2 MaxLFQ Intensity	NCI_3784Mel_3 MaxLFQ Intensity	NCI_3784Mel_4 MaxLFQ Intensity	NCI_3784Mel_5 MaxLFQ Intensity	NCI_3795Mel_1 MaxLFQ Intensity	NCI_3795Mel_2 MaxLFQ Intensity	NCI_3795Mel_3 MaxLFQ Intensity	NCI_3795Mel_4 MaxLFQ Intensity	NCI_3795Mel_5 MaxLFQ Intensity	NCI_RA007_1 MaxLFQ Intensity	NCI_RA007_2 MaxLFQ Intensity	NCI_RA007_3 MaxLFQ Intensity	NCI_RA007_4 MaxLFQ Intensity	NCI_RA007_5 MaxLFQ Intensity	PC9_epitope_1 MaxLFQ Intensity	PC9_epitope_2 MaxLFQ Intensity	PC9_epitope_4 MaxLFQ Intensity	PC9_epitope_5 MaxLFQ Intensity	Indistinguishable Proteins
sp|A0JLT2|MED19_HUMAN	A0JLT2	MED19_HUMAN	MED19	244	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mediator of RNA polymerase II transcription subunit 19	0.9924	0.999	1	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6017760.0	3677530.0	8597961.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0JNW5|UH1BL_HUMAN	A0JNW5	UH1BL_HUMAN	UHRF1BP1L	1464	Homo sapiens OX=9606	1:Experimental evidence at protein level	UHRF1-binding protein 1-like	1.0	0.9963	1	6	6	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1295660.8	4335522.5	2422647.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1150073.6	2371715.0	1947695.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1KXE4|F168B_HUMAN	A1KXE4	F168B_HUMAN	FAM168B	195	Homo sapiens OX=9606	1:Experimental evidence at protein level	Myelin-associated neurite-outgrowth inhibitor	0.9999	0.9948	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1983180.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A1L020|MEX3A_HUMAN	A1L020	MEX3A_HUMAN	MEX3A	520	Homo sapiens OX=9606	1:Experimental evidence at protein level	RNA-binding protein MEX3A	0.9895	0.9986	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4765331.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2A2Z9|AN18B_HUMAN	A2A2Z9	AN18B_HUMAN	ANKRD18B	1011	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ankyrin repeat domain-containing protein 18B	0.9722	0.9963	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4429172E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2A3N6|PIPSL_HUMAN	A2A3N6	PIPSL_HUMAN	PIPSL	862	Homo sapiens OX=9606	5:Protein uncertain	Putative PIP5K1A and PSMD4-like protein	0.9999	0.9937	6	2	0	55	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	4	2	1	4	4	3	6	6	6	15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.355547E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RRH5|WDR27_HUMAN	A2RRH5	WDR27_HUMAN	WDR27	827	Homo sapiens OX=9606	1:Experimental evidence at protein level	WD repeat-containing protein 27	1.0	0.9985	3	7	7	7	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	682051.2	4091169.0	4093008.2	0.0	0.0	0.0	0.0	0.0	1215208.6	0.0	1194761.8	0.0	3590847.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS_HUMAN	NBAS	2371	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroblastoma-amplified sequence	1.0	0.9983	2	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7291404.0	6422682.0	5470662.0	4046269.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4653674.0	4198172.5	3356501.8	2657336.8	
sp|A2RTX5|SYTC2_HUMAN	A2RTX5	SYTC2_HUMAN	TARS3	802	Homo sapiens OX=9606	1:Experimental evidence at protein level	Threonine--tRNA ligase 2, cytoplasmic	0.9979	0.9986	3	6	6	9	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	3181398.8	9333254.0	6853692.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0317556E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2VDF0|FUCM_HUMAN	A2VDF0	FUCM_HUMAN	FUOM	154	Homo sapiens OX=9606	1:Experimental evidence at protein level	Fucose mutarotase	0.9999	0.998	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	634993.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens OX=9606	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.9986	3	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8435238.0	4014117.5	1103852.6	8387509.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8229023.5	0.0	0.0	3613692.0	
sp|A3KN83|SBNO1_HUMAN	A3KN83	SBNO1_HUMAN	SBNO1	1393	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein strawberry notch homolog 1	0.9995	0.9874	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3629059.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5PLL7|PDES1_HUMAN	A5PLL7	PDES1_HUMAN	PEDS1	270	Homo sapiens OX=9606	1:Experimental evidence at protein level	Plasmanylethanolamine desaturase	0.9276	0.9899	1	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8073606.0	0.0	3662890.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens OX=9606	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.9987	9	30	30	30	1	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	3	6	5	9	1	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	3	6	5	9	1	1	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	3	6	5	9	314549.5	1130603.1	678937.06	0.0	775130.3	0.0	5276408.0	0.0	0.0	0.0	0.0	0.0	3281506.8	0.0	0.0	0.0	0.0	0.0	5.3902568E7	6.621316E7	3.1990186E7	2.2114538E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6764928E7	3.2491474E7	1.5159726E7	1.2679328E7	
sp|A6NC51|T150B_HUMAN	A6NC51	T150B_HUMAN	TMEM150B	233	Homo sapiens OX=9606	2:Experimental evidence at transcript level	Modulator of macroautophagy TMEM150B	0.9799	0.9973	1	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4020127.8	3404463.2	1614468.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NDG6|PGP_HUMAN	A6NDG6	PGP_HUMAN	PGP	321	Homo sapiens OX=9606	1:Experimental evidence at protein level	Glycerol-3-phosphate phosphatase	0.9923	0.999	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	342399.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NED2|RCCD1_HUMAN	A6NED2	RCCD1_HUMAN	RCCD1	376	Homo sapiens OX=9606	1:Experimental evidence at protein level	RCC1 domain-containing protein 1	0.9842	0.9881	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2091119E7	0.0	3600200.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NGR9|MROH6_HUMAN	A6NGR9	MROH6_HUMAN	MROH6	719	Homo sapiens OX=9606	4:Protein predicted	Maestro heat-like repeat-containing protein family member 6	0.969	0.9958	1	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1546266E7	5681207.0	4457392.0	4237085.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NHG4|DDTL_HUMAN	A6NHG4	DDTL_HUMAN	DDTL	134	Homo sapiens OX=9606	2:Experimental evidence at transcript level	D-dopachrome decarboxylase-like protein	0.9998	0.9988	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471275.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P30046|DOPD_HUMAN
sp|A6NIH7|U119B_HUMAN	A6NIH7	U119B_HUMAN	UNC119B	251	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein unc-119 homolog B	0.9734	0.9964	1	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4631433.0	5444258.0	1913000.0	5785773.5	2048700.8	2175372.8	3739663.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NJ78|MET15_HUMAN	A6NJ78	MET15_HUMAN	METTL15	407	Homo sapiens OX=9606	1:Experimental evidence at protein level	12S rRNA N4-methylcytidine (m4C) methyltransferase	0.9998	0.991	2	5	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0.0	1781369.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1599834E7	1.1561014E7	0.0	4361645.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P0C7V9|ME15P_HUMAN
sp|A6NKB5|PCX2_HUMAN	A6NKB5	PCX2_HUMAN	PCNX2	2137	Homo sapiens OX=9606	1:Experimental evidence at protein level	Pecanex-like protein 2	0.9997	0.9934	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	116299.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A7KAX9|RHG32_HUMAN	A7KAX9	RHG32_HUMAN	ARHGAP32	2087	Homo sapiens OX=9606	1:Experimental evidence at protein level	Rho GTPase-activating protein 32	0.9944	0.9966	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931107.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8CG34|P121C_HUMAN	A8CG34	P121C_HUMAN	POM121C	1229	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nuclear envelope pore membrane protein POM 121C	1.0	0.9974	1	3	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	2165263.2	717922.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8K8P3|SFI1_HUMAN	A8K8P3	SFI1_HUMAN	SFI1	1242	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein SFI1 homolog	1.0	0.9919	2	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0	670009.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	668524.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MW92|P20L1_HUMAN	A8MW92	P20L1_HUMAN	PHF20L1	1017	Homo sapiens OX=9606	1:Experimental evidence at protein level	PHD finger protein 20-like protein 1	1.0	0.9978	2	6	6	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1213356.2	0.0	0.0	0.0	0.0	3.539804E7	0.0	0.0	0.0	0.0	0.0	1594789.9	0.0	1227278.1	5605027.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A8MWD9|RUXGL_HUMAN	A8MWD9	RUXGL_HUMAN	SNRPGP15	76	Homo sapiens OX=9606	5:Protein uncertain	Putative small nuclear ribonucleoprotein G-like protein 15	1.0	0.9987	3	20	0	20	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	3	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	3	5	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1109389.9	0.0	8.5730168E7	0.0	0.0	0.0	0.0	0.0	2.6178052E7	7398398.0	8957764.0	1.4095201E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.884943E7	5296158.5	4993250.0	7001132.5	sp|P62308|RUXG_HUMAN
